id,text,category
2486,With that attitude you will,NHS
2487,yeah they do and I support blm ! Don’t speak for people thanks,NHS
2488,these movements are NOT free market based- it's GOVERNMENT policies and tax cuts/funding which drives naffirmative action female hiring quotas.,NHS
2489,Boys let’s go and destroy pyramid in Egypt ..,NHS
2490,@CLIP IT! You need to stop!  They can choose how they want to live!,HS
2491,Zara Hassan stop the racist racist racist stuff. And people don't typically befriend people that they don't support.',NHS
2492,Bernie sanders using black people for political points.,NHS
2493,How is this still relevant 4 years later lol,NHS
2494,Because the liberal lunatics say so.,NHS
2495,I never once said I'd tell him everyday he's going to hell. I'd actual!y become friends with him first and the more we got to know each other,NHS
2496,They will go crazy,NHS
2497,Really no matter protest will still died from covid 19 soon,NHS
2498,@Dragon Slayer it shouldnt be called blm,NHS
2499,Lol as a black person I’d u actually understand they don’t really care racism exists but blm doesn’t stand for that,NHS
2500,i don't understand the need of coming out,NHS
2501,@Lixxie me neither,NHS
2502,@Hippo Bottom Jeans where?,NHS
2503,@Toxic Sheeple yes you are,NHS
2504,@mrsimmons2252 Every being is essentially justified by the mere fact it exists. That is a universal truth. Then beings come to relative arrangements among themselves,HS
2505,Crystal s a fantastic child!!,NHS
2506,Theodore Haskins nYou know the answer,NHS
2507,@TheLegend27 Is Alive  how do you know are you lgbtq,NHS
2508,For all the people in the comments being disrespectful,NHS
2509,That’s why I’m atheist i don’t want to be controlled by any religion,NHS
2510,Guy Ritchie said she was a drama queen!  Go figure! haha,NHS
2511,The girl who disagrees with homosexuality,NHS
2512,I just want to hug her here! She made me cry.. I like this Madonna. Very inspirational and strong woman,HS
2513,Jamie Ryan Storey The media always pitted them against each other.,NHS
2514,Are we gonna pan past the fact HE WAS A CRIMINAL,NHS
2515,@Janet Mozelewski Amen to that!,NHS
2516,Fared Dolpane Exactly!,NHS
2517,Equality is impossible,NHS
2518,Because BLM are racist that's why!!!!!!  They are the ones that made it a race issue,NHS
2519,drinny26 this looks amazing,NHS
2520,I hate it when people say it’s a choice! This video is great tho x,NHS
2521,@Martin Fast Relevant how though? So we went to war over our interests. I'm missing the point.,NHS
2522,If you say “All Lives Matter” you will be considered a racist. It’s absolutely ridiculous,HS
2523,Oh yeah thats rite almost forgot....only white people are racist if your of a different race or color ...you cant be racist  your exempt from ever being racist.. that's rite,NHS
2524,There isn't much talked about the hundreds of thousands of mainly white people who lost their lives fighting for the abolition of slavery in the American civil war,NHS
2525,This was so inspiring.,HS
2526,Why would you starve a child because of something as simple as who they love,HS
2527,Race pandering matters,NHS
2528,Wow! These kids are the most clever kids ever. Adults could definitely learn from them,NHS
2529,You're a fucking idiot. That would mean NOT everyone has food,NHS
2530,dude there are black lives matter groups in england for some reason.,NHS
2531,Give them all jobs ! That'll teach them,NHS
2532,What's your point??!!,NHS
2533,I saw this video,NHS
2534,Y’all need to listen to this,NHS
2535,Thank you for this response. I understand that you and I don't agree,NHS
2536,No lives matter no one was talking about the white man who was killed 3 years ago by a trooper when he had his knee on his neck for 11 minutes and then died #nolivesmatter,NHS
2537,Regardeless of color,NHS
2538,Is conversion therapy still not illegal?,NHS
2539,I'm stealing that plot,NHS
2540,Bisexual Unicorn here and I absolutely love this video. These kids were so darling. I feel bad for this poor man though. Why can't people stop pushing their beliefs on others? Religious people want to say that we as LGBTQ+ individuals are doing that to them but we're just being who we truly are. If anything,HS
2541,whilst I agree with your sentiment the vast majority of people didn't own slaves back then.,NHS
2542,i literally thought he was a girl and is a lesbian jcnjdncjnjhbenhfbh,NHS
2543,HEY PATEL BE QUITE YOUR ANCESTER WERE SLAVES TOO,NHS
2544,listening to  Larry and Sheriff Clarke is so refreshing,NHS
2545,BILL CLINTON THE RAPEST RIGHT!!!!!!!!!!!!! and now that Illuminati witch...who btw said she wanted to bomb the white house....and she received a prize!?...maybe she'll get sacrifice soon...who knows... such BS! she's clearly annoyed by this poor interviewer...he's sooo boring,NHS
2546,The things they say to get votes.,NHS
2547,IKR SHE RLLY JUST SOUNDS LIKE A CHILD VERSION OF ELLEN- I THOUGHT SHE WAS LESBO OMGE WTFWTF,NHS
2548,@Jerry Huang  it's not just a man. It has been hundreds òf black people,NHS
2549,Because a large group of black families are inherently racist.  Sadly,NHS
2550,White privilege is only given out by tyrants,NHS
2551,So just because much more men are attracted to tech-educations,NHS
2552,All sum it up more all lives matter especially black ones,NHS
2553,the world is ending soon so what is this for,NHS
2554,I don't get how you 'don't agree with homosexuality' ITS NOT OKAY TO DISAGREE WITH SOMEONES EXISTENCE,NHS
2555,?  Where is the police,NHS
2556,This US election seems like a half-baked SNL sketch,NHS
2557,This is why the left must never get into power!,NHS
2558,HOly crap do not cross Sheriff Clarke that man is INTENSE,NHS
2559,More of the same please,NHS
2560,Hudson Birt no bruh,NHS
2561,Dan Howley and It’s sadly working. I feel like so many of the people at my high school are young Democrats. I’m basically a young republican because my views mainly align with the right,NHS
2562,Victor Hugo Does it say “only black lives matter” come on now don’t be dumb...,NHS
2563,I will love you forever Madonna. <3  She seems more peaceful,NHS
2564,Ok who’s ready for an asteroid strike next?,NHS
2565,@bliss_cl because BLM stands for only black lifes matter. And everything they are doing is against whites. Its anti white organisation pretending to be anti racism. They are,NHS
2566,@thundernegro Has nothing to do with my comment which you are conveniently avoiding.  Or perhaps you do agree with blaming all your problems on white men.,NHS
2567,What moron gave this a thumbs down?!,NHS
2568,she’s inspiring,NHS
2569,That's wonderful. That is so truly wonderful. May you become an amazing video game developer.,NHS
2570,Where are all the white people going out and actually protesting all lives matter? Because all I hear is crickets.nHoney this tea is on point,NHS
2571,That's Carly Rae Jepsen..,NHS
2572,After 30 years of teaching I have found that it is not a cultural thing,NHS
2573,It’s been 4 years but you’re right,NHS
2574,I'm really late,NHS
2575,@Timax so you dont want to be told how to think,NHS
2576,@Albus KanenI still hate that it does. Can't we as a species move past dumb shit like this? I mean seriously,NHS
2577,I wish Mj is alive,NHS
2578,Pertaining to the black lives matter story,NHS
2579,@TheNatureLover i dont understand how that is relevant but ok? Unless youre cool with stalin? Which would be even weirder because he killed black people and gays,NHS
2580,I know many critics have buried her in the past few years,NHS
2581,@tadhg scanlon they refuse to use any other statement but black lives matter. Why not say all lives matter? Because it includes everyone  and they refuse to include everyone. Fact,NHS
2582,@shape shifter they're all university students,NHS
2583,They ruined it by having the racist Juan on. Stop pandering for his racist views. He is an idiot. My dog is smarter than he is.,NHS
2584,@Will Weathers All lives WILL matter when black lives matter.,NHS
2585,Jim Byrne umm what is wrong with you  youre just a racist BOY BYE saying “maybe if black Americans males didn’t abandon their families” huh? What a joke🥴,NHS
2586,@X-Maverick Are you fucking kidding me? That's absolute bullshit. Nobody's mad that a hashtag doesn't include a to or whatever. That's just fucking bullshit.,NHS
2587,The Mandalorian nThanks bro.,NHS
2588,BBC is a left wing political pressure group. Nothing to do with News. Totally inappropriate to force-fund them,NHS
2589,Karen Armand I agree with you totally! Well said so typical. Imagine telling Madonna that rubbish to her face? She would laugh at this quack!,NHS
2590,What happen to Sheriff Clark?,NHS
2591,The fact is that racism points fingers in All directions. There are both good and bad people of all cultures and nationalities. To say ALL LIVES MATTER does NOT exclude African Americans. It would be a constructive peaceful way of bringing us ALL as equals. Now ALL LIVES MATTER would promote putting an end to racism once and for all.,HS
2592,As she ages she becomes older .& more fragile. Mother nature is always in charge,NHS
2593,THEIR JEANS ARE EVEN CUFFED LIKE WTF,NHS
2594,@willholt11 Well that's sad man,NHS
2595,If only most of America lived as though they believed that ALL lives were valuable,NHS
2596,this is the dumbest sh*t I've ever heard. Cnn>fox,NHS
2597,So if white people say the n word that’s segregation against their freedom of speech but if black people say black lives matter that’s not segregating all other lives? This is twisted af,NHS
2598,All these protests will soon end and the world will go on,NHS
2599,Al Jolson was a great American entertainer. Whatever happened to him?,NHS
2600,You don't choose to be a victim.  That's the definition of the word.,NHS
2601,That sheriff took it back and is now a Democrat,NHS
2602,It is wrong for us to use all lives matter as a token against black lives matter. All lives matter = black lives matter,NHS
2603,Well I don’t agree with your delusions,NHS
2604,Sure I wished I played with legos as a young child,HS
2605,These people don't want justice,NHS
2606,Well she knows how to sit in the chair so she must be straight,NHS
2607,If we only care about 1 life of race,NHS
2608,Lol might as well add Sharia law too?,NHS
2609,@Urban_ Rose black people are systematically oppressed. Racism is defined as a power structure and black people have little power to enforce discrimination to another group. They can be prejudice not racist.,NHS
2610,who  is  this???,NHS
2611,“that would just be like.. *pure mean*”ni’m sorry i lost it,NHS
2612,All Lives Matter. Communist Lives should be imprisoned.,NHS
2613,Yeah but they way they present it doesn't do themselves any favors.,NHS
2614,@Wild Bill in yes there r people from all racial groups r getting gunned downed,NHS
2615,@American Patriot! Liberia,NHS
2616,if girls aren't interested in math and science then why are men to blame or society? I'm not interested in interior design or early childhood education,NHS
2617,Snoke's Missing Hairpiece weak how? Elaborate,NHS
2618,@Miles Mackenna Is #1 u mean a trans female,NHS
2619,Convenient this exact thing happened in 2016. The year or Trumps election.nnConvenient this exact thing is currently happening. In 2020,NHS
2620,Why Clinton? He signed DOMA.,NHS
2621,What does that even mean? Universally the atom could matter as much as the star for all you know,NHS
2622,FYI Asians don’t care if AsiansLivesMatter is mentioned or not. We are not going to buy into this BS game the left is pulling.,NHS
2623,Floyd was idiot!¡,NHS
2624,Police lives matter as well,NHS
2625,@Alan Imrek no offense but he probably has a life outside of this argument,NHS
2626,Claire Mcfadyen find some peace in your life miserable person 🤦‍🤦‍,NHS
2627,@Uh oh He he omg did you read anything I've said thus far?? Ofc alm gets hella backlash,NHS
2628,I have grown up loving Madonna. Saw her at Wembley Blonde Ambition Tour in 1990 when i was 16. She's the only singer i have followed through my life and always will. I love you Madonna,NHS
2629,Why you think people are marching for.,NHS
2630,Jatma O we need to be friends,NHS
2631,I wonder what would have happened if the cop who killed george floyd was black.,NHS
2632,When I told my friends that I really wanted to pursue engineering (specifically,HS
2633,@Destinee I have the same aspirations as you do! I want to make my family proud and show them that women can be scientists and engineers,HS
2634,BBC Censored I’m not I’m pointing out there’s other races getting mistreated too,NHS
2635,I LOVE THE KID WHO LOVES DOCTOR WHO ME TOO,NHS
2636,Ok what?! First the dems pull the FBI scandal,NHS
2637,I am religious. I am not for homosexuality,NHS
2638,No %10 percentage  here,NHS
2639,Well she was fighting for us in the mainstream media when no one was,HS
2640,Imagine if after Martin Luther King jr’s “I have a dream speech” white peoples went around shouting “all colors have a dream too” nnLike seriously 🤦‍nnthats just playing white privileged right there,NHS
2641,The health experts said they  didn't understand why BAME people were more vulnerable to corona virus... well here's one reason why!,NHS
2642,@Poetic Heart do u know the importance of what you just typed? Love one another is the greatest commandment. It is literally that simple. Help us,NHS
2643,@Chris get them out of the country they are destroying history....,NHS
2644,Yes he did but BLM aka Antifa will not tell you that.,NHS
2645,If you hear of or forced into so-called Conversion Theapy RUN..RUN FAST. Nowhere to go,NHS
2646,@Starchild Hum... no. Indigo child are pure and very special and sensitive... but who knows...,NHS
2647,@Testicle Thief and 50 years from now nobody will give a shit,NHS
2648,no it's having a break while we protest,NHS
2649,This is political correctness at its highest. We have actually came to a point where one can't say all life matters.,NHS
2650,Jeff Davis yes,NHS
2651,How do you know your request was granted? VIP package?,NHS
2652,loves the person and hates the sin.,NHS
2653,aye and hitler was a vegetarian and built the autobahns. What a silly thing to say jordan belfort. wall street dweeb.,NHS
2654,That Sheriff looks like the kind of guy Judge Dredd would take orders from. Absolute legend.,NHS
2655,the most butch girl thinks it a choice?,NHS
2656,This is so sad I'm hurt this still happens and people feel they can't be free .... love is love people are people,NHS
2657,So f- ing agree . Whoring for votes,NHS
2658,That is the flag of libera,NHS
2659,allen 11nYou appear to assume that you will be among the survivors.  What guarantee do you have of that?   What opportunities would you have in mind?   Would you rejoice in the death of others?   One hopes not.    As it says in Psalm 95,NHS
2660,That Mermaid in Copenhagen. An affront to God.,NHS
2661,well hes old so i guess his isnt much use anymore,NHS
2662,i can't breath.nI can't read George Floyd's autopsy.,NHS
2663,Those who cannot bring themselves to say,NHS
2664,The world is playing with the cards on the view,NHS
2665,That Christian girl ...  the ingredients are ALL THERE.,NHS
2666,I love everything about you,NHS
2667,she may be...,NHS
2668,Does that excuse Europeans worshiping slave traders as heroes?,NHS
2669,@Leonard Green What is his bias?,NHS
2670,@A G you are right and anyone who shouts all lives matter knows this it's just plain hatefulness.,NHS
2671,@Cáca Milis sa Seomra Spraoi You pretend to take the moral high ground but you seem to be hating on boomers - I bet on gays too. Anyone who isn’t you basically - I bet you want free stuff too - who pays for that then?,NHS
2672,@SomethingTwice yea so true having a short hair or wearing cuffed jeans doesnt mean ima lesbian 🤦,NHS
2673,op says we are changing the worldncorona says yes butch you are,NHS
2674,This is a perfect example of america not learning from its mistakes. I feel like the news in its infinity has pitted us all against each other in hate. Dont buy in!,NHS
2675,Omg crystal likes doctor who. I love her more now.,NHS
2676,This is crystal clear that the so-called police have murdered Rayshard Brooks inncold blood. The police that cannot shot from the less than 10 meters to thenlegs of an armed running man are not the police save a brutal murderer. However,NHS
2677,BOOOO. WE WANT EQUALITY BUT LETS BE RACIST TO EVERYONE ELSE WHO ISN'T OUR SKIN COLOR BOOOOO,NHS
2678,I mean you can't really choose who you fall in love with... maybe she was just bi all along,HS
2679,bhumes110 yes he is,NHS
2680,Whoring for votes. Perfect description.,NHS
2681,Maynor Cabrera exactly god made Adam AND Eve so I did them both,NHS
2682,Alan Imrek learn how to spell before you come at me,NHS
2683,Y'all don't know what the phrase rude awakening means and she looks like she's LGBT herself lol,NHS
2684,@MusaMansa21  black people do not have to deal with more adversity from a majority white system. Black people are actually over represented in the media etc due to affirmative action in the US and positive action in the UK where the law has given black people a step up over white people.nWhen will youtube stop censoring comments?,NHS
2685,I'd love to see what that cop has to say about things now,NHS
2686,!!! R E S P E C T !!!,NHS
2687,The last words its an ideology of victimhood with a list of grievances that do not exist,NHS
2688,read a book you moron,NHS
2689,Please don't turn into TED,NHS
2690,I am a girl in 6th Grade who is interested in STEM. Whenever I tell people that,HS
2691,@subjektproductions it's called victim mentality,NHS
2692,vinnykster 1) Childress 12/5/15 2) Betty Jones 12/25/15 3) Kev Matthews 12/23/15 4) Noel 12/21/15 5)Browning 2016 7) Roy Nelson 8) Nat Picket....want me to continue. No officers have been charged btw,NHS
2693,+Politics Today saying black lives matter doesn't mean white lives don't matter.,NHS
2694,I feel the same way you do. I'm taking calculus which is no even a hard class but I feel so small sometimes. Only 3 girls in my class. I'm the only hispanic. Everytime I feel like giving up I watch this video and it helps a lot ;),HS
2695,the British Empire ended slavery globally...not the first nation to have slaves,NHS
2696,Black lives matternWhite lives matternAsian lives matternAustralian lives matter...nI mean is no one gonna stop me cus I'll be here all day!!!!nAll lives matter but so does freedom of speech,HS
2697,Jesus said all who come to me I will give you rest. The created said all .so it means all people matter.if you doubt this you are believing a lie.,NHS
2698,correct.  its a communist group disguised under an activist group.  they even refer to themselvs as being a black lives global network  they're only interested in infiltration and political warfare.  REAL activists shouldn't care about semantics of using white or black,NHS
2699,@Johnathan nostar Because anything that's not of GOD who is our creator is of the devil satan now Greek mythology have a lot of characters in it that are not even human.  Human beings are not doing those things they were doing in Greek mythology you have to use common sense that's not of GOD and what's not of GOD is of witchcraft also you need to listen to Pastor Derek Prince and you will learn a lot. You will want to read your HOLY  BIBLE and you will want to PRAY because GOD is using him to help others .  We lost pastor Prince  several years ago but the SPIRIT of the LORD that was in him is working in this earth helping others to learn about the ways of JESUS Christ GOD bless you,NHS
2700,All lives matter white black all human life is precious.,HS
2701,Slave traders would have come from across the country I guess,NHS
2702,Communities of color.  Isn't white a color?,NHS
2703,Racial equality is communist?,NHS
2704,@be the light yep! One thing we all can count on is Jesus knows ! All lives matter. He tells us that in his word and actions,NHS
2705,@fResH-a-Vo-cAdo whats her @ on insta? i want evidence. well the hair is enough evidence XD (jk give me her @),NHS
2706,@Lisa Davenport Do you think Trump will build the wall? If he does it I might be interested to come to US to see how impressive it looks🤣🤣 he does good by trying to bring back the industry. If he brings back the US colonial bases from across the globe I be a great fan of his.,NHS
2707,crystal is so woke,NHS
2708,The road to financial freedom I’ve got the point,NHS
2709,THAT IS AN AWESOME POINT!,NHS
2710,wOuLdN't ThAt Be A sTeReOtYpE tHo?!,NHS
2711,Linda GodineznI am currently studying Software Engineering at RIT,NHS
2712,A true Supporter thank you. Unlike Meghan McCain who uses Gays and now Jews as cover  to Hate.,NHS
2713,All lives matter. Did God tell them something more that he didn't tell the rest of us? There are some parts of this country that they haven't seen  how impoverished these areas are,HS
2714,All white liberals should be careful of what they say. Their dreams might come true.,NHS
2715,It is not that he has done no good but a human life is much more sacred than any good deed....why is black life not valued,NHS
2716,That's Carly Rae Jepsen..,NHS
2717,haha i think it’s interesting that Madonna and  Bill Clinton are both Leos,NHS
2718,I wanna know how much of the money that is donated to BLM goes back into these black neighborhoods and communities all over the United States and how that money is being used to help in a positive way?,NHS
2719,But we did give up...to that awful music you’ve been releasing lately.,NHS
2720,Juan is a clueless jerk,NHS
2721,just speaking the truth hun,NHS
2722,Dan Greenberg’s dad is a loser nChips dad is an architect nCollege,NHS
2723,That was an portal in ingress,NHS
2724,cough cough cough cough cou-dies,NHS
2725,SneakGreens it wasn’t a race thing at firstnand then it was a race thing.,NHS
2726,The sheriff and Hannity is the only ones that's honest and truthful and got brains,NHS
2727,Don't have subtitle in Portuguese?,NHS
2728,andrea raimey I'll pray for you that you find THE TRUE MEANING OF CHRIST in your heart and NOT,NHS
2729,Madonna is very inspiring,NHS
2730,They're all university students,NHS
2731,@Itzzz JayB The only smart comment I've read on this thread,NHS
2732,Ppl in the comment show exactly those ppl in victim mentality don’t wanna do nothing but complain about how being black is the reason why they doing bad in life,NHS
2733,i wish these protesters get killed by Coronavirus.,NHS
2734,saw this comment four years later. hope you had decided to become an engineer in spite of what anyone else thinks. xo,NHS
2735,What the hell?,NHS
2736,@Maggie Paul This slogan actually shows more equality than blm because alm is ALL lives matter. Not just black lives.,NHS
2737,Recently lost a friend because of stating all lives mattered. Meant my discussion in the best of intentions. I've known them for close to four years now,NHS
2738,I have always been an artiest and a writer i never wanted to be an engineer nAnd here i'm an engineer student it's my first year in college and yes i always feel this is not my place i always fail nBut this video made me so hopefull nI see myself in this video 10 years from now,HS
2739,The title isnt even related to the video,NHS
2740,Alex Muccio i’m crying omg,NHS
2741,Black lives matter is a racial statement. Sorry. The name is meant to divide.,NHS
2742,whomever won the fight committed that crime,NHS
2743,Someone missed the boat,NHS
2744,Jack Parsons who called Trump a racist? You’re literally making things up. I’m calling you a racist. I’m educated enough in the matter where I feel like I can lecture you. I’m simply telling you when someone says “All lives matter” and “White lives matter,NHS
2745,BLACK LIVES MATTER?GUESS WHAT THERE IS RACIST BLACK PEOPLE WHO THERE LIVES DONT MATTER.RACISM IS NOT RIGHT COMING FROM ANY COLOR.,NHS
2746,Excellent stuff; good on em. All the other statues of slave traders should be torn down as well!,NHS
2747,What a fake. I think a lot about blowing up the White House She is an anti American POS.,NHS
2748,Don`t resist arrest!  Don`t arguing with the police!  Don`t run away. Police are the LAW.,NHS
2749,Dude where u find worst bitches on earth fuck!!!!,NHS
2750,Derrell Arthur All lives matter simply only came to play because they're just trying to shut the black community protests up.,NHS
2751,@Scott Hutchison fun fact,NHS
2752,The reason I were a mask is because something dont smell right some body is out to make us all start hating each other fighting each other who is gonna benefit from it all hm my God please dont let it  get in to my head my heart for it all,NHS
2753,@Donnie Inzodda II I am happy to back up anything I say with facts. Not true for your side. Trump can say anything and you are either stupid or you donot care.,NHS
2754,Why does this video have the date of Oct 15,NHS
2755,they get long prison time justice served lets have it like that all the way around,NHS
2756,@I Like Feeling Electric we all knows the biggest problem on the world and who is running all this b***** who has all the power of the buttons to all the nooks and all that b***** and it is not black people!!🤔 We know who do the most destructive evil b***** on the planet,NHS
2757,Nobody was saying “All Lives Matter” until “Black Lives Matter”. It’s protest against a protest.,NHS
2758,7.62 needed here.,NHS
2759,Because all the buffered people who say it regardless of skin tone,NHS
2760,Mint Tea Sea Hmm.  Barack Obama came into office in the worst of the 2008 recession and through his administration efforts the economy began the longest continuous climb in history.  Thanks Obama!,NHS
2761,kikkinn that is unbelievably racist.,NHS
2762,oh sure he is. The fact that they gave him the award before madonna,NHS
2763,Cuz they are brained washed by the left wing media,NHS
2764,TheLegend27 Is Alive it is tho. it’s b u l l s h i t.,NHS
2765,and btw in my country white and other races arent allowed in universities without 90% + on everything and then the other races get to go with 70%,NHS
2766,“That would just be um.. pure mean” TOO CUTE!,NHS
2767,Thing is nobody ever started saying “All Lives Matter” prior to “Black Lives Matter”. nnSaying “All Lives Matter”  is,NHS
2768,I'm waiting for president Trump to back up the people of Bristol  for removing the statue,NHS
2769,@Jay Tops Nobel peace prize nBut once again don't take God's love and return hate or Madonna because you'll end up pushing and living the dnc the party of death line. Where they herd the masses and make them unstable sinners to exploit nYouTube channel franciscanfriars nnTrump is not liked but it's a sin to vote dnc and cardinals had millions pray the rosary for Hilliary s defeat. nnMadonna recently looked different. Swearing and acting like a revolutionary. How is her family and husband ? Anyone know. Jesus Christ or Madonna. Choose. Can't have both sodomites,NHS
2770,Today in class,NHS
2771,I just want to point out that the Bible does not say that homosexuality is a sin. The passage that I’ve always seen sited has been proven to be translated incorrectly and is actually condemning pedophilia rather than homosexuality. “Men shall not lay with man” was originally meant to read as “man shall not lay with boy”. Homosexuality is never condemned. Please do research and learn about the origins of the book you claim to worship. Incorrect translations and interpretation of God’s words are harming real people on a daily basis.,HS
2772,@Dan Daves How in the motherfucking hell are they homophobic for that?,NHS
2773,Hannity is a vile creten,NHS
2774,Those other idiots are sheeps. Only person should be speaking is the Sheriff. It's been only BLM for a long time now and if you don't see that,NHS
2775,Sounds like they are kissing butts for votes by saying BLACK LIVES MATTER . If they want to be equal,NHS
2776,Interesting that this response to (BLM) video came out right before the last election cycle....,NHS
2777,Jason Guevara what sin?,NHS
2778,What would Jesus say about all lives matter?  This is a question for those who say thay they are Christians.,NHS
2779,Y’all need to listen to this,NHS
2780,Here is a better solution a Statue saying we sorry for this action taken by our country and in memorial to remember how past failure we will like to place a symbol to remind us all we are all 1 under the sun and should work together for a better future and not allow our past to repeat itself. nsomething along that line would have shown to the world the intent of creating a better future,NHS
2781,@Jessica Walker saying you don't agree with the LGBT community is like saying you don't agree with black people. we don't have a choice to choose our sexuality or skin colour.,HS
2782,british youtube does not allow comments on stories. socialism here soon.,NHS
2783,@Zackary Shepard Dont waste your time on him. He doesn't know any better.,NHS
2784,wish i had this as a kid.. it's okay,NHS
2785,Beat with a Bible,NHS
2786,ALL LIVES MATTER .... IF YOU,NHS
2787,Who you fall in love with,NHS
2788,How can you not agree with sexuality? It's like not agreeing with the moon.,HS
2789,Kurudo Asgar America will be gone by 2050,NHS
2790,Jim web only smart candidate,NHS
2791,@Diana SantannUse the m o n * e y emoji,NHS
2792,From Strong and Independent to I'm a victim of the evil males...nnWestern Feminism has progressed so well!n/sarcnnThere's only so many times you can cry I'm a helpless victim before everyone stops believing and starts calling your BS.,NHS
2793,This is BORING!,NHS
2794,Pfft yea we’ll go jump into a pit of lava nnnnnALL LIVES MATTER BRUH WE ARE NOT LEAVIN THIS EARTH OK ALL FRICKEN LIVES MATTER,NHS
2795,Oh ok so the cops can essentially go and kill whoever they like... yawn,NHS
2796,@The God Emperor I do agree with you,NHS
2797,From the mouth of babes...,NHS
2798,A race is defined by CULTURE,NHS
2799,More Black people are realizing what Malcolm X could see in the Sixties... nThe white liberal is the worst enemy to America,NHS
2800,Madonna is currently the best selling singer on tourr. What's your problem? She is the queen of pop,NHS
2801,Black lives matter is an anti racism campaign. It was started not to say 'black lives are the only ones that matter!' It was started to say 'you go not acknowledge that black lives matter so we are reminding you.'nBlack lives matter belives that all lives matter but their pushing to protect black lives because they are the ones being needlessly taken.nnAll lives matter was started to silence black lives matter. By saying all lives matter you are invalidating the anti racism movement. By saying all lives matter you are glossing over all of the horrific murders,NHS
2802,I don't agree with homosexualitynI thought they were the queer one lmao,NHS
2803,Breaking of spirit,NHS
2804,HAHAHAHA I cuffed my Jean's at a birthday party,NHS
2805,Wooooooaaa the sheriff nailed it . And it was 4 years ago !,NHS
2806,now Black lives matter again,NHS
2807,You can choose. You can choose to be free from sin and ask God to take away the demon of homosexuality.,NHS
2808,fight against racism not simply supporting a racial group! all lives matter!,NHS
2809,A kid in the closet playing hide and go seek  that's super adorable,NHS
2810,Noelle Kay thank you! you don't have to support it but you should at least tolerate it.,NHS
2811,“Hates not going to get you anywhere in the world”,HS
2812,My step mum and dad said that they hated when gays did the “feminine voice” but I’m really out here making my voice deeper on purpose to seem like a dude lmao,NHS
2813,The star was most likely chosen to fit the text,NHS
2814,@Andy F erm....ok ...so .....let's return your white privilege then ? Shall we ? ..... FUCKHEAD,NHS
2815,Isn't God supposed to be all loving,NHS
2816,its sad we have to worry for our loved ones because the color of their skin .,NHS
2817,Too much botox,NHS
2818,what a load of bollocks,NHS
2819,Isn't that racist though to the highest degree!!?? Not acknowledging that Every Human Beings lives matter is just a democratic political move!! Bc comon sense takes that one over immediately.,NHS
2820,ALL LIVES MATTER! nHow can this even be a question?,NHS
2821,@Astute Cingulus well yeah it all went wrong when we as a species first existed but yeah all humans go back to Africa with homo sapiens which as a species I don't like us we killed/interbred out of existence to atleast one other species,NHS
2822,When are you publishing this book?,NHS
2823,I'm going to start studying engineering this fall. I'm so excited!,HS
2824,That’s not true. At that age,NHS
2825,or get shot. the fn hypocrisy.,NHS
2826,@Jessica Walker hi Im not christian or catholic or anything so correct me if Im wrong but,NHS
2827,When I was young I was given dolls and kitchen/cooking toys but I was more interested in creating my own miniature houses out of cardboard boxes. With it I had the option to put what I want in my houses/structures. It was much more fun to be able to create something.nnI also loved drawing and started it young but then I thought my drawings were different than my classmates' and I was too shy for anything so I had to match my drawings to the theirs because I was too scared to be bullied again... I was bullied sometimes. I was scared to be good at what I do because I would grab attention if did.nIt just made me put away my interests as if these were not a big deal and I grew up thinking I do not deserve to shine and beyter just be in the shadows and live a passive life.nI regret it.,HS
2828,@C J Very much so since we are the only living things in the entire universe.,NHS
2829,I love how the sexist quiz measures how sexist you are not if you are sexist but how sexist we already know you are.,NHS
2830,Are you talking about your comment? It's stupid because this video isnt stupid,NHS
2831,@Po Po it sure sounds like that's what they are saying. And I'm mixed race.,NHS
2832,Because it's dog whistling for trying to protest a protest.,NHS
2833,I stand with the Sheriff.,NHS
2834,Exactly trump supporters will vote him back in . They're playing into his hands ffs,NHS
2835,me too because i'm Filipino and i support BLM because we are all humans. I wish there's protest in Philippines.,NHS
2836,if there was a pill to be straight,NHS
2837,Slave statues should have been toppled years ago. But the idiots burning flags and memorials to the 1st and second World War? Disgusting. Our grandfather's fought in that war. People like Tom Moore who raised millions for the NHS.,NHS
2838,@trash trash Nah your name is what you are. (issa joke btw don't get butthurt) 🤣,NHS
2839,This sheriff is awesome...he tells the truth and has so much common sense!!!,NHS
2840,Just countries where Billionaire George Sorrows (who owns the largest private prison corporation-Geo Corporation) and funds BLM can make more money from privatizing prisons,NHS
2841,Oh Juan please shut up!!,NHS
2842,I say well done! Slave traders dont deserve to be standing in the middle of the street and promoting the symbol of hate.,NHS
2843,This kids are amazing! I’m proud to think that I’m part of this generation that will help to fix the mistakes the previous generations had,HS
2844,Stephanie South your 100% right. No one says anything when cops kills white people.. smh,NHS
2845,“A carrot is a vegetable” Does saying that make broccoli or celery less of a vegetable? No. Saying a carrot is a vegetable is not changing anything with the fact that a broccoli is a vegetable.nn“Black lives matter” Does saying that make white lives matter. No. If you think differently,NHS
2846,Then that is what they should say mean what you say say what you mean,NHS
2847,I need conversion therapy right now.,NHS
2848,Catherine was greater.,NHS
2849,@Al C BLM is a movement that brings awareness to a big issue in the Black community which I highly doubt you're a member of. Do you want the Fire Department to hose down your house if it's not on fire? Again,NHS
